"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:53:03,9596507","gcc.exe","11464","Process Start","","SUCCESS","Parent PID: 860, Command line: gcc  @includes.txt main.c, Current directory: D:\CreateProcess-gcc-issue\, Environment: ;	=::=::\;	=D:=D:\CreateProcess-gcc-issue;	=ExitCode=00000001;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\fskor\AppData\Roaming;	CARGO_HOME=C:\Users\fskor\scoop\persist\rustup\.cargo;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=DESKTOP-5M1IDGT;	ComSpec=C:\Windows\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	GIT_INSTALL_ROOT=C:\Users\fskor\scoop\apps\git\current;	HOMEDRIVE=C:;	HOMEPATH=\Users\fskor;	JAVA_HOME=C:\Program Files\Microsoft\jdk-11.0.14.101-hotspot\;	LOCALAPPDATA=C:\Users\fskor\AppData\Local;	LOGONSERVER=\\DESKTOP-5M1IDGT;	NUMBER_OF_PROCESSORS=8;	OneDrive=C:\Users\fskor\OneDrive;	OneDriveConsumer=C:\Users\fskor\OneDrive;	OPENSSL_CONF=C:\Users\fskor\scoop\apps\openssl\current\bin\cnf\openssl.cnf;	OPENSSL_INCLUDE_DIR=C:\Users\fskor\scoop\apps\openssl\current\include;	OPENSSL_LIB_DIR=C:\Users\fskor\scoop\apps\openssl\current\lib;	OPENSSL_MODULES=C:\Users\fskor\scoop\apps\openssl\current\bin;	OS=Windows_NT;	Path=C:\Program Files\Microsoft\jdk-11.0.12.7-hotspot\bin;C:\Program Files\Microsoft\jdk-11.0.14.101-hotspot\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\dotnet\;C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\;C:\Program Files (x86)\WinMerge;C:\Program Files\TortoiseGit\bin;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Users\fskor\scoop\apps\vulkan\current\Bin;C:\Users\fskor\scoop\apps\vulkan\current\Tools;C:\Users\fskor\scoop\apps\qemu\current;C:\Users\fskor\scoop\apps\nodejs-lts\current\bin;C:\Users\fskor\scoop\apps\nodejs-lts\current;C:\Users\fskor\scoop\apps\python\current\Scripts;C:\Users\fskor\scoop\apps\python\current;C:\Users\fskor\scoop\apps\rustup\current\.cargo\bin;C:\Users\fskor\scoop\apps\openssl\current\bin;C:\Users\fskor\scoop\shims;C:\Users\fskor\AppData\Local\Microsoft\WindowsApps;C:\Users\fskor\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\Azure Data Studio\bin;C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\bin;C:\Users\fskor\.dotnet\tools;D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin;;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PHP_INI_SCAN_DIR=C:\Users\fskor\scoop\persist\php7.4;C:\Users\fskor\scoop\apps\php7.4\current\conf.d;;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 60 Stepping 3, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=3c03;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PROMPT=$P$G;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	PyCharm Community Edition=C:\Program Files\JetBrains\PyCharm Community Edition 2021.3.2\bin;;	RUSTUP_HOME=C:\Users\fskor\scoop\persist\rustup\.rustup;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\Windows;	TEMP=C:\Users\fskor\AppData\Local\Temp;	TMP=C:\Users\fskor\AppData\Local\Temp;	USERDOMAIN=DESKTOP-5M1IDGT;	USERDOMAIN_ROAMINGPROFILE=DESKTOP-5M1IDGT;	USERNAME=fskor;	USERPROFILE=C:\Users\fskor;	VBOX_MSI_INSTALL_PATH=C:\Program Files\Oracle\VirtualBox\;	VK_SDK_PATH=C:\Users\fskor\scoop\apps\vulkan\current;	VULKAN_SDK=C:\Users\fskor\scoop\apps\vulkan\current;	windir=C:\Windows"
"16:53:03,9596608","gcc.exe","11464","Thread Create","","SUCCESS","Thread ID: 18660"
"16:53:03,9597795","cmd.exe","860","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"16:53:03,9598251","cmd.exe","860","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\fskor\AppData\Local\Microsoft\Windows\INetCache"
"16:53:03,9598611","cmd.exe","860","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"16:53:03,9598903","cmd.exe","860","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS","Desired Access: Query Value"
"16:53:03,9599268","cmd.exe","860","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers\D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","NAME NOT FOUND","Length: 16"
"16:53:03,9599565","cmd.exe","860","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers","SUCCESS",""
"16:53:03,9600055","cmd.exe","860","QuerySecurityFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"16:53:03,9602262","cmd.exe","860","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9603145","cmd.exe","860","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 16.09.2022 19:40:52, LastAccessTime: 21.09.2022 16:52:38, LastWriteTime: 16.09.2022 19:40:52, ChangeTime: 16.09.2022 19:54:54, FileAttributes: A"
"16:53:03,9603382","cmd.exe","860","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"16:53:03,9604235","cmd.exe","860","QueryBasicInformationFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","CreationTime: 21.09.2022 16:44:34, LastAccessTime: 21.09.2022 16:53:03, LastWriteTime: 22.08.2022 06:33:52, ChangeTime: 21.09.2022 16:44:34, FileAttributes: A"
"16:53:03,9605518","cmd.exe","860","RegOpenKey","HKLM\Software\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS","Desired Access: Read"
"16:53:03,9605843","cmd.exe","860","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\PreferExternalManifest","NAME NOT FOUND","Length: 20"
"16:53:03,9606360","cmd.exe","860","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide","SUCCESS",""
"16:53:03,9607175","csrss.exe","14572","QuerySecurityFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"16:53:03,9608165","csrss.exe","14572","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9608552","csrss.exe","14572","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 16.09.2022 19:40:52, LastAccessTime: 21.09.2022 16:52:38, LastWriteTime: 16.09.2022 19:40:52, ChangeTime: 16.09.2022 19:54:54, FileAttributes: A"
"16:53:03,9608642","csrss.exe","14572","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"16:53:03,9608938","csrss.exe","14572","QueryBasicInformationFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","CreationTime: 21.09.2022 16:44:34, LastAccessTime: 21.09.2022 16:53:03, LastWriteTime: 22.08.2022 06:33:52, ChangeTime: 21.09.2022 16:44:34, FileAttributes: A"
"16:53:03,9609579","cmd.exe","860","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value"
"16:53:03,9609853","cmd.exe","860","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 114, Data: C:\Users\fskor\AppData\Local\Microsoft\Windows\INetCache"
"16:53:03,9610127","cmd.exe","860","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS",""
"16:53:03,9610415","cmd.exe","860","QuerySecurityFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100"
"16:53:03,9611843","cmd.exe","860","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9612471","cmd.exe","860","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 16.09.2022 19:40:52, LastAccessTime: 21.09.2022 16:52:38, LastWriteTime: 16.09.2022 19:40:52, ChangeTime: 16.09.2022 19:54:54, FileAttributes: A"
"16:53:03,9612635","cmd.exe","860","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS",""
"16:53:03,9613270","cmd.exe","860","QueryBasicInformationFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","CreationTime: 21.09.2022 16:44:34, LastAccessTime: 21.09.2022 16:53:03, LastWriteTime: 22.08.2022 06:33:52, ChangeTime: 21.09.2022 16:44:34, FileAttributes: A"
"16:53:03,9614041","cmd.exe","860","CloseFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS",""
"16:53:03,9614462","gcc.exe","11464","Load Image","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Image Base: 0x140000000, Image Size: 0x222000"
"16:53:03,9615201","gcc.exe","11464","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ffaaf7f0000, Image Size: 0x1f8000"
"16:53:03,9616826","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"16:53:03,9617127","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"16:53:03,9617395","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"16:53:03,9617675","gcc.exe","11464","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"16:53:03,9617947","gcc.exe","11464","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"16:53:03,9618282","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"16:53:03,9618915","gcc.exe","11464","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"16:53:03,9619198","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"16:53:03,9619450","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"16:53:03,9619722","gcc.exe","11464","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"16:53:03,9623093","gcc.exe","11464","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9625128","gcc.exe","11464","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ffaad8c0000, Image Size: 0xbd000"
"16:53:03,9627341","gcc.exe","11464","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ffaad280000, Image Size: 0x2ce000"
"16:53:03,9636402","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\3c74afb9-8d82-44e3-b52c-365dbf48382a","NAME NOT FOUND","Length: 528"
"16:53:03,9637412","gcc.exe","11464","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"16:53:03,9639359","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\05f95efe-7f75-49c7-a994-60a55cc09571","NAME NOT FOUND","Length: 528"
"16:53:03,9640223","gcc.exe","11464","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"16:53:03,9640881","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read"
"16:53:03,9641172","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read"
"16:53:03,9641460","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548"
"16:53:03,9641700","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"16:53:03,9642011","gcc.exe","11464","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS",""
"16:53:03,9642478","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\e36c4458-ed80-4ad7-a8be-52dda1eb5f1c","NAME NOT FOUND","Length: 528"
"16:53:03,9643363","gcc.exe","11464","QueryNameInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","Name: \Windows\System32\kernel32.dll"
"16:53:03,9644999","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"16:53:03,9645216","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"16:53:03,9645450","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"16:53:03,9645641","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"16:53:03,9645858","gcc.exe","11464","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"16:53:03,9646124","gcc.exe","11464","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"16:53:03,9646317","gcc.exe","11464","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"16:53:03,9646540","gcc.exe","11464","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"16:53:03,9646917","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"16:53:03,9647112","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"16:53:03,9647481","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"16:53:03,9647846","gcc.exe","11464","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"16:53:03,9648361","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"16:53:03,9648710","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"16:53:03,9649070","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LPGO","NAME NOT FOUND","Length: 20"
"16:53:03,9649408","gcc.exe","11464","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"16:53:03,9651510","gcc.exe","11464","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ffaad980000, Image Size: 0x9e000"
"16:53:03,9652712","gcc.exe","11464","Thread Create","","SUCCESS","Thread ID: 16484"
"16:53:03,9655582","gcc.exe","11464","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"16:53:03,9655858","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"16:53:03,9656106","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"16:53:03,9656371","gcc.exe","11464","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"16:53:03,9656979","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"16:53:03,9657236","gcc.exe","11464","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"16:53:03,9657563","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"16:53:03,9657795","gcc.exe","11464","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"16:53:03,9659048","gcc.exe","11464","QueryNameInformationFile","D:\Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe","SUCCESS","Name: \Tools\x86_64-12.2.0-release-win32-seh-rt_v10-rev0\mingw64\bin\gcc.exe"
"16:53:03,9661112","gcc.exe","11464","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:03,9661990","gcc.exe","11464","QueryDirectory","D:\CreateProcess-gcc-issue\includes.txt","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: includes.txt, 2: includes.txt"
"16:53:03,9662825","gcc.exe","11464","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"16:53:03,9663127","gcc.exe","11464","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"16:53:03,9663398","gcc.exe","11464","RegCloseKey","HKCU","SUCCESS",""
"16:53:03,9663623","gcc.exe","11464","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"16:53:03,9663918","gcc.exe","11464","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"16:53:03,9664177","gcc.exe","11464","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"16:53:03,9664432","gcc.exe","11464","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
